Name,GlyphsName,ps_name,AGL,Order,USV,Dir,shapeOrder,DesignerOrder,Fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / commet,bcp47tags,OTLang,Feat,,GlyphsAppName,Sort,
absAlefHamzaAboveFin.postLamIni,alefHamzaabove-ar.postLamIni.fina,uni0623.postLamIni.fina,,1477,,AL,1125,244,SHLM,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_hamza,,,,,,,,,,,,,,3318.031,
absAlefHamzaAboveFin.postLamMed,alefHamzaabove-ar.postLamMed.fina,uni0623.postLamMed.fina,,1497,,AL,1144,245,SHLM,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_hamza,,,,,,,,,,,,,,3318.041,
absAlefHamzaAbove.warsh,alefHamzaabove-ar.warsh,uni0623.warsh,,281,,AL,282,246,H,absAlef,alef-ar,_hamza,,,,,,,,in Warsh these touch,,,"cv02=1,2",,,3318.05,
absAlefHamzaAboveFin.warsh,alefHamzaabove-ar.warsh.fina,uni0623.warsh.fina,,557,,AL,299,247,H,absAlefFin,alef-ar.fina,_hamza,,,,,,,,in Warsh these touch,,,"cv02=1,2",,,3318.051,
absAlefHamzaAboveFin.postLamIni.warsh,alefHamzaabove-ar.postLamIni.warsh.fina,uni0623.postLamIni.warsh.fina,,1478,,AL,1126,247.1,-,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_hamza,,,,,,,,can't find examples,,,"cv02=1,2",,,,Comment
absAlefHamzaAboveFin.postLamMed.warsh,alefHamzaabove-ar.postLamMed.warsh.fina,uni0623.postLamMed.warsh.fina,,1498,,AL,1145,247.2,-,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_hamza,,,,,,,,can't find examples,,,"cv02=1,2",,,,Comment
absAlefHamzaBelow,alefHamzabelow-ar,uni0625,,282,0625,AL,283,248,SHLM,absAlef,alef-ar,,_hamza,,,,,,,,,,,,alefHamzabelow-ar,3321,
absAlefHamzaBelowFin,alefHamzabelow-ar.fina,uni0625.fina,,558,,AL,300,249,SHLM,absAlefFin,alef-ar.fina,,_hamza,,,,,,,,,,,,,3321.001,
absAlefHamzaBelowFin.postLamIni,alefHamzabelow-ar.postLamIni.fina,uni0625.postLamIni.fina,,1479,,AL,1127,250,SHLM,absAlefFin.postLamIni,alef-ar.postLamIni.fina,,_hamza,,,,,,,,,,,,,3321.031,
absAlefHamzaBelowFin.postLamMed,alefHamzabelow-ar.postLamMed.fina,uni0625.postLamMed.fina,,1499,,AL,1146,251,SHLM,absAlefFin.postLamMed,alef-ar.postLamMed.fina,,_hamza,,,,,,,,,,,,,3321.041,
absAlefHamzaBelow.warsh,alefHamzabelow-ar.warsh,uni0625.warsh,,283,,AL,284,252,H,absAlef,alef-ar,,_hamza,,,,,,,in Warsh these touch,,,"cv02=1,2",,,3321.05,
absAlefHamzaBelowFin.warsh,alefHamzabelow-ar.warsh.fina,uni0625.warsh.fina,,559,,AL,301,253,H,absAlefFin,alef-ar.fina,,_hamza,,,,,,,in Warsh these touch,,,"cv02=1,2",,,3321.051,
absAlefWavyHamzaAbove,alefWavyhamzaabove-ar,uni0672,,285,0672,AL,285,254,SL,absAlef,alef-ar,_wavyHamza,,,,,,,,,,,,,alefWavyhamzaabove-ar,3324,
absAlefWavyHamzaAboveFin,alefWavyhamzaabove-ar.fina,uni0672.fina,,561,,AL,302,255,SL,absAlefFin,alef-ar.fina,_wavyHamza,,,,,,,,,,,,,,3324.001,
absAlefWavyHamzaAboveFin.postLamIni,alefWavyhamzaabove-ar.postLamIni.fina,uni0672.postLamIni.fina,,1481,,AL,1128,256,SL,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_wavyHamza,,,,,,,,,,,,,,3324.031,
absAlefWavyHamzaAboveFin.postLamMed,alefWavyhamzaabove-ar.postLamMed.fina,uni0672.postLamMed.fina,,1501,,AL,1147,257,SL,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_wavyHamza,,,,,,,,,,,,,,3324.041,
absAlefWavyHamzaBelow,alefWavyhamzabelow-ar,uni0673,,286,0673,AL,286,258,SL,absAlef,alef-ar,,_wavyHamza,,,,,,,,,,,,alefWavyhamzabelow-ar,3325,
absAlefWavyHamzaBelowFin,alefWavyhamzabelow-ar.fina,uni0673.fina,,562,,AL,303,259,SL,absAlefFin,alef-ar.fina,,_wavyHamza,,,,,,,,,,,,,3325.001,
absAlefWavyHamzaBelowFin.postLamIni,alefWavyhamzabelow-ar.postLamIni.fina,uni0673.postLamIni.fina,,1482,,AL,1129,260,SL,absAlefFin.postLamIni,alef-ar.postLamIni.fina,,_wavyHamza,,,,,,,,,,,,,3325.031,
absAlefWavyHamzaBelowFin.postLamMed,alefWavyhamzabelow-ar.postLamMed.fina,uni0673.postLamMed.fina,,1502,,AL,1148,261,SL,absAlefFin.postLamMed,alef-ar.postLamMed.fina,,_wavyHamza,,,,,,,,,,,,,3325.041,
absAlefMaddaAbove,alefMadda-ar,uni0622,,278,0622,AL,279,262,SHLM,absAlef,alef-ar,_madda,,,,,,,,,,,,,alefMadda-ar,3326,
absAlefMaddaAboveFin,alefMadda-ar.fina,uni0622.fina,,554,,AL,296,263,SHLM,absAlefFin,alef-ar.fina,_madda,,,,,,,,,,,,,,3326.001,
absAlefMaddaAboveFin.postLamIni,alefMadda-ar.postLamIni.fina,uni0622.postLamIni.fina,,1475,,AL,1123,264,SHLM,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_madda,,,,,,,,,,,,,,3326.031,
absAlefMaddaAboveFin.postLamMed,alefMadda-ar.postLamMed.fina,uni0622.postLamMed.fina,,1495,,AL,1142,265,SHLM,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_madda,,,,,,,,,,,,,,3326.041,
absAlefMaddaAbove.small,alefMadda-ar.small,uni0622.small,,279,,AL,280,266,SH,absAlef,alef-ar,_madda.small,,,,,,,,,,,cv60=1,,,3326.06,
absAlefMaddaAboveFin.small,alefMadda-ar.small.fina,uni0622.small.fina,,555,,AL,297,267,SH,absAlefFin,alef-ar.fina,_madda.small,,,,,,,,,,,cv60=1,,,3326.061,
absAlefMaddaAboveFin.postLamIni.small,alefMadda-ar.postLamIni.small.fina,uni0622.postLamIni.small.fina,,1476,,AL,1124,268,SH,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_madda.small,,,,,,,,,,,cv60=1,,,3326.071,
absAlefMaddaAboveFin.postLamMed.small,alefMadda-ar.postLamMed.small.fina,uni0622.postLamMed.small.fina,,1496,,AL,1143,269,SH,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_madda.small,,,,,,,,,,,cv60=1,,,3326.081,
absAlefWasla,alefWasla-ar,uni0671,,288,0671,AL,288,270,SHL,absAlef,alef-ar,_wasla,,,,,,,,,,,,,alefWasla-ar,3329,
absAlefWaslaFin,alefWasla-ar.fina,uni0671.fina,,564,,AL,305,271,SHL,absAlefFin,alef-ar.fina,_wasla,,,,,,,,,,,,,,3329.001,
absAlefWaslaFin.postLamIni,alefWasla-ar.postLamIni.fina,uni0671.postLamIni.fina,,1484,,AL,1131,272,SHL,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_wasla,,,,,,,,,,,,,,3329.031,
absAlefWaslaFin.postLamMed,alefWasla-ar.postLamMed.fina,uni0671.postLamMed.fina,,1504,,AL,1150,273,SHL,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_wasla,,,,,,,,,,,,,,3329.041,
absHighHamzaAlef,highhamzaAlef-ar,uni0675,,287,0675,AL,287,274,SL,absAlef,alef-ar,_highHamza,,,,,,,,,,,,,highhamzaAlef-ar,3334,
absHighHamzaAlefFin,highhamzaAlef-ar.fina,uni0675.fina,,563,,AL,304,275,SL,absAlefFin,alef-ar.fina,_highHamza,,,,,,,,,,,,,,3334.001,
absHighHamzaAlefFin.postLamIni,highhamzaAlef-ar.postLamIni.fina,uni0675.postLamIni.fina,,1483,,AL,1130,276,SL,absAlefFin.postLamIni,alef-ar.postLamIni.fina,_highHamza,,,,,,,,,,,,,,3334.031,
absHighHamzaAlefFin.postLamMed,highhamzaAlef-ar.postLamMed.fina,uni0675.postLamMed.fina,,1503,,AL,1149,277,SL,absAlefFin.postLamMed,alef-ar.postLamMed.fina,_highHamza,,,,,,,,,,,,,,3334.041,
absAlefDigitTwoAbove,alefTwoabove-ar,uni0773,,289,0773,AL,289,278,S,absAlef,alef-ar,,,,,,_two,,5.1,,,,,,alefTwoabove-ar,3760,
absAlefDigitTwoAboveFin,alefTwoabove-ar.fina,uni0773.fina,,565,,AL,306,279,S,absAlefFin,alef-ar.fina,,,,,,_two,,5.1,,,,,,,3760.001,
absAlefDigitTwoAboveFin.postLamIni,alefTwoabove-ar.postLamIni.fina,uni0773.postLamIni.fina,,1485,,AL,1132,280,S,absAlefFin.postLamIni,alef-ar.postLamIni.fina,,,,,,_two,,5.1,,,,,,,3760.031,
absAlefDigitTwoAboveFin.postLamMed,alefTwoabove-ar.postLamMed.fina,uni0773.postLamMed.fina,,1505,,AL,1151,281,S,absAlefFin.postLamMed,alef-ar.postLamMed.fina,,,,,,_two,,5.1,,,,,,,3760.041,
absAlefDigitThreeAbove,alefThreeabove-ar,uni0774,,290,0774,AL,290,282,S,absAlef,alef-ar,,,,,,_three,,5.1,,,,,,alefThreeabove-ar,3761,
absAlefDigitThreeAboveFin,alefThreeabove-ar.fina,uni0774.fina,,566,,AL,307,283,S,absAlefFin,alef-ar.fina,,,,,,_three,,5.1,,,,,,,3761.001,
absAlefDigitThreeAboveFin.postLamIni,alefThreeabove-ar.postLamIni.fina,uni0774.postLamIni.fina,,1486,,AL,1133,284,S,absAlefFin.postLamIni,alef-ar.postLamIni.fina,,,,,,_three,,5.1,,,,,,,3761.031,
absAlefDigitThreeAboveFin.postLamMed,alefThreeabove-ar.postLamMed.fina,uni0774.postLamMed.fina,,1506,,AL,1152,285,S,absAlefFin.postLamMed,alef-ar.postLamMed.fina,,,,,,_three,,5.1,,,,,,,3761.041,
absAlefFatha,alef_fatha-ar,uni0627_uni064E,,291,,AL,291,286,H,absAlef,alef-ar,fatha-ar,,,,,,,,,,,,,,,not found
absAlefFatha.warsh,alef_fatha-ar.warsh,uni0627_uni064E.warsh,,292,,AL,292,287,H,absAlef,alef-ar,fatha-ar,,,,,,,,in Warsh these touch,,,cv02=2,,,,not found
absAlefKasra,alef_kasra-ar,uni0627_uni0650,,293,,AL,293,288,H,absAlef,alef-ar,kasra-ar,,,,,,,,,,,,,,,not found
absAlefKasra.warsh,alef_kasra-ar.warsh,uni0627_uni0650.warsh,,294,,AL,294,289,H,absAlef,alef-ar,kasra-ar,,,,,,,,in Warsh these touch,,,cv02=2,,,,not found
absBehNoDots,behDotless-ar,uni066E,,389,066E,AL,477,290,*,,,,,,,,,,,,,,,,behDotless-ar,3335,
absBehNoDotsFin,behDotless-ar.fina,uni066E.fina,,646,,AL,500,291,*,,,,,,,,,,,,,,,,,3335.001,
absBehNoDotsMed,behDotless-ar.medi,uni066E.medi,,830,,AL,1058,292,*,,,,,,,,,,,,,,,,,3335.002,
absBehNoDotsIni,behDotless-ar.init,uni066E.init,,1005,,AL,1004,293,*,,,,,,,,,,,,,,,,,3335.003,
absBeh,beh-ar,uni0628,,390,0628,AL,478,294,SHLM,absBehNoDots,behDotless-ar,,_dot1,,,,,,,,,,,,beh-ar,3339,
absBehFin,beh-ar.fina,uni0628.fina,,647,,AL,501,295,SHLM,absBehNoDotsFin,behDotless-ar.fina,,_dot1,,,,,,,,,,,,,3339.001,
absBehMed,beh-ar.medi,uni0628.medi,,831,,AL,1090,296,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_dot1,,,,,,,,,,,,,3339.002,
absBehIni,beh-ar.init,uni0628.init,,1006,,AL,1036,297,SHLM,absBehNoDotsIni,behDotless-ar.init,,_dot1,,,,,,,,,,,,,3339.003,
absPeh,peh-ar,uni067E,,398,067E,AL,486,298,SHLM,absBehNoDots,behDotless-ar,,_dot3d,,,,,,,,,,,,peh-ar,3344,
absPehFin,peh-ar.fina,uni067E.fina,,655,,AL,509,299,SHLM,absBehNoDotsFin,behDotless-ar.fina,,_dot3d,,,,,,,,,,,,,3344.001,
absPehMed,peh-ar.medi,uni067E.medi,,839,,AL,1098,300,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_dot3d,,,,,,,,,,,,,3344.002,
absPehIni,peh-ar.init,uni067E.init,,1014,,AL,1044,301,SHLM,absBehNoDotsIni,behDotless-ar.init,,_dot3d,,,,,,,,,,,,,3344.003,
absBeeh,beeh-ar,uni067B,,395,067B,AL,483,302,SHLM,absBehNoDots,behDotless-ar,,_dot2v,,,,,,,,,,,,beeh-ar,3349,
absBeehFin,beeh-ar.fina,uni067B.fina,,652,,AL,506,303,SHLM,absBehNoDotsFin,behDotless-ar.fina,,_dot2v,,,,,,,,,,,,,3349.001,
absBeehMed,beeh-ar.medi,uni067B.medi,,836,,AL,1095,304,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_dot2v,,,,,,,,,,,,,3349.002,
absBeehIni,beeh-ar.init,uni067B.init,,1011,,AL,1041,305,SHLM,absBehNoDotsIni,behDotless-ar.init,,_dot2v,,,,,,,,,,,,,3349.003,
absBeheh,beheh-ar,uni0680,,401,0680,AL,489,306,SL,absBehNoDots,behDotless-ar,,_dot4,,,,,,,,,,,,beheh-ar,3354,
absBehehFin,beheh-ar.fina,uni0680.fina,,658,,AL,512,307,SL,absBehNoDotsFin,behDotless-ar.fina,,_dot4,,,,,,,,,,,,,3354.001,
absBehehMed,beheh-ar.medi,uni0680.medi,,842,,AL,1101,308,SL,absBehNoDotsMed,behDotless-ar.medi,,_dot4,,,,,,,,,,,,,3354.002,
absBehehIni,beheh-ar.init,uni0680.init,,1017,,AL,1047,309,SL,absBehNoDotsIni,behDotless-ar.init,,_dot4,,,,,,,,,,,,,3354.003,
absTeh,teh-ar,uni062A,,391,062A,AL,479,310,SHLM,absBehNoDots,behDotless-ar,_dot2h,,,,,,,,,,,,,teh-ar,3359,
absTehFin,teh-ar.fina,uni062A.fina,,648,,AL,502,311,SHLM,absBehNoDotsFin,behDotless-ar.fina,_dot2h,,,,,,,,,,,,,,3359.001,
absTehMed,teh-ar.medi,uni062A.medi,,832,,AL,1091,312,SHLM,absBehNoDotsMed,behDotless-ar.medi,_dot2h,,,,,,,,,,,,,,3359.002,
absTehIni,teh-ar.init,uni062A.init,,1007,,AL,1037,313,SHLM,absBehNoDotsIni,behDotless-ar.init,_dot2h,,,,,,,,,,,,,,3359.003,
absTehRing,tehRing-ar,uni067C,,396,067C,AL,484,314,SHL,absBehNoDots,behDotless-ar,_dot2h,,,_ring,,,,,,,,,,tehRing-ar,3364,
absTehRingFin,tehRing-ar.fina,uni067C.fina,,653,,AL,507,315,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot2h,,,_ring,,,,,,,,,,,3364.001,
absTehRingMed,tehRing-ar.medi,uni067C.medi,,837,,AL,1096,316,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot2h,,,_ring,,,,,,,,,,,3364.002,
absTehRingIni,tehRing-ar.init,uni067C.init,,1012,,AL,1042,317,SHL,absBehNoDotsIni,behDotless-ar.init,_dot2h,,,_ring,,,,,,,,,,,3364.003,
absTehThreeDotsAboveDownwards,tehThreedotsdown-ar,uni067D,,397,067D,AL,485,318,SHL,absBehNoDots,behDotless-ar,_dot3d,,,,,,,,,,,,,tehThreedotsdown-ar,3365,
absTehThreeDotsAboveDownwardsFin,tehThreedotsdown-ar.fina,uni067D.fina,,654,,AL,508,319,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot3d,,,,,,,,,,,,,,3365.001,
absTehThreeDotsAboveDownwardsMed,tehThreedotsdown-ar.medi,uni067D.medi,,838,,AL,1097,320,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot3d,,,,,,,,,,,,,,3365.002,
absTehThreeDotsAboveDownwardsIni,tehThreedotsdown-ar.init,uni067D.init,,1013,,AL,1043,321,SHL,absBehNoDotsIni,behDotless-ar.init,_dot3d,,,,,,,,,,,,,,3365.003,
absTheh,theh-ar,uni062B,,392,062B,AL,480,322,SHLM,absBehNoDots,behDotless-ar,_dot3u,,,,,,,,,,,,,theh-ar,3366,
absThehFin,theh-ar.fina,uni062B.fina,,649,,AL,503,323,SHLM,absBehNoDotsFin,behDotless-ar.fina,_dot3u,,,,,,,,,,,,,,3366.001,
absThehMed,theh-ar.medi,uni062B.medi,,833,,AL,1092,324,SHLM,absBehNoDotsMed,behDotless-ar.medi,_dot3u,,,,,,,,,,,,,,3366.002,
absThehIni,theh-ar.init,uni062B.init,,1008,,AL,1038,325,SHLM,absBehNoDotsIni,behDotless-ar.init,_dot3u,,,,,,,,,,,,,,3366.003,
absTteh,tteh-ar,uni0679,,393,0679,AL,481,326,SL,absBehNoDots,behDotless-ar,_tah,,,,,,,,,,,,,tteh-ar,3371,
absTtehFin,tteh-ar.fina,uni0679.fina,,650,,AL,504,327,SL,absBehNoDotsFin,behDotless-ar.fina,_tah,,,,,,,,,,,,,,3371.001,
absTtehMed,tteh-ar.medi,uni0679.medi,,834,,AL,1093,328,SL,absBehNoDotsMed,behDotless-ar.medi,_tah,,,,,,,,,,,,,,3371.002,
absTtehIni,tteh-ar.init,uni0679.init,,1009,,AL,1039,329,SL,absBehNoDotsIni,behDotless-ar.init,_tah,,,,,,,,,,,,,,3371.003,
absTteheh,tteheh-ar,uni067A,,394,067A,AL,482,330,SHL,absBehNoDots,behDotless-ar,_dot2v,,,,,,,,,,,,,tteheh-ar,3376,
absTtehehFin,tteheh-ar.fina,uni067A.fina,,651,,AL,505,331,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot2v,,,,,,,,,,,,,,3376.001,
absTtehehMed,tteheh-ar.medi,uni067A.medi,,835,,AL,1094,332,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot2v,,,,,,,,,,,,,,3376.002,
absTtehehIni,tteheh-ar.init,uni067A.init,,1010,,AL,1040,333,SHL,absBehNoDotsIni,behDotless-ar.init,_dot2v,,,,,,,,,,,,,,3376.003,
absTeheh,teheh-ar,uni067F,,400,067F,AL,488,334,SL,absBehNoDots,behDotless-ar,_dot4,,,,,,,,,,,,,teheh-ar,3381,
absTehehFin,teheh-ar.fina,uni067F.fina,,657,,AL,511,335,SL,absBehNoDotsFin,behDotless-ar.fina,_dot4,,,,,,,,,,,,,,3381.001,
absTehehMed,teheh-ar.medi,uni067F.medi,,841,,AL,1100,336,SL,absBehNoDotsMed,behDotless-ar.medi,_dot4,,,,,,,,,,,,,,3381.002,
absTehehIni,teheh-ar.init,uni067F.init,,1016,,AL,1046,337,SL,absBehNoDotsIni,behDotless-ar.init,_dot4,,,,,,,,,,,,,,3381.003,
absBehThreeDotsHorizBelow,behThreedotshorizontalbelow-ar,uni0750,,402,0750,AL,490,338,SHL,absBehNoDots,behDotless-ar,,_dot3h,,,,,,,,,,,,behThreedotshorizontalbelow-ar,3386,
absBehThreeDotsHorizBelowFin,behThreedotshorizontalbelow-ar.fina,uni0750.fina,,659,,AL,513,339,SHL,absBehNoDotsFin,behDotless-ar.fina,,_dot3h,,,,,,,,,,,,,3386.001,
absBehThreeDotsHorizBelowMed,behThreedotshorizontalbelow-ar.medi,uni0750.medi,,843,,AL,1102,340,SHL,absBehNoDotsMed,behDotless-ar.medi,,_dot3h,,,,,,,,,,,,,3386.002,
absBehThreeDotsHorizBelowIni,behThreedotshorizontalbelow-ar.init,uni0750.init,,1018,,AL,1048,341,SHL,absBehNoDotsIni,behDotless-ar.init,,_dot3h,,,,,,,,,,,,,3386.003,
absBehThreeDotsAboveDotBelow,behThreedotsupabove-ar,uni0751,,403,0751,AL,491,342,SHL,absBehNoDots,behDotless-ar,_dot3u,_dot1,,,,,,,,,,,,behThreedotsupabove-ar,3387,
absBehThreeDotsAboveDotBelowFin,behThreedotsupabove-ar.fina,uni0751.fina,,660,,AL,514,343,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot3u,_dot1,,,,,,,,,,,,,3387.001,
absBehThreeDotsAboveDotBelowMed,behThreedotsupabove-ar.medi,uni0751.medi,,844,,AL,1103,344,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot3u,_dot1,,,,,,,,,,,,,3387.002,
absBehThreeDotsAboveDotBelowIni,behThreedotsupabove-ar.init,uni0751.init,,1019,,AL,1049,345,SHL,absBehNoDotsIni,behDotless-ar.init,_dot3u,_dot1,,,,,,,,,,,,,3387.003,
absBehThreeDotsUpBelow,behThreedotsupbelow-ar,uni0752,,404.1,0752,AL,492,346,SL,absBehNoDots,behDotless-ar,,_dot3u,,,,,,,,,,,,behThreedotsupbelow-ar,3388,
absBehThreeDotsUpwardBelow,behThreedotsupbelow-ar,uni0752,,404,0752,AL,492,347,H,absBehNoDots,behDotless-ar,,_dot3u,,,,,,,,,,,,behThreedotsupbelow-ar,3388,
absBehThreeDotsUpBelowFin,behThreedotsupbelow-ar.fina,uni0752.fina,,661.1,,AL,515,348,SL,absBehNoDotsFin,behDotless-ar.fina,,_dot3u,,,,,,,,,,,,,3388.001,
absBehThreeDotsUpwardBelowFin,behThreedotsupbelow-ar.fina,uni0752.fina,,661,,AL,515,349,H,absBehNoDotsFin,behDotless-ar.fina,,_dot3u,,,,,,,,,,,,,3388.001,
absBehThreeDotsUpBelowMed,behThreedotsupbelow-ar.medi,uni0752.medi,,845.1,,AL,1104,350,SL,absBehNoDotsMed,behDotless-ar.medi,,_dot3u,,,,,,,,,,,,,3388.002,
absBehThreeDotsUpwardBelowMed,behThreedotsupbelow-ar.medi,uni0752.medi,,845,,AL,1104,351,H,absBehNoDotsMed,behDotless-ar.medi,,_dot3u,,,,,,,,,,,,,3388.002,
absBehThreeDotsUpBelowIni,behThreedotsupbelow-ar.init,uni0752.init,,1020.1,,AL,1050,352,SL,absBehNoDotsIni,behDotless-ar.init,,_dot3u,,,,,,,,,,,,,3388.003,
absBehThreeDotsUpwardBelowIni,behThreedotsupbelow-ar.init,uni0752.init,,1020,,AL,1050,353,H,absBehNoDotsIni,behDotless-ar.init,,_dot3u,,,,,,,,,,,,,3388.003,
absBehTwoDotsAboveThreeDotsUpBelow,tehThreedotsupbelow-ar,uni0753,,405.1,0753,AL,493,354,SL,absBehNoDots,behDotless-ar,_dot2h,_dot3u,,,,,,,,,,,,tehThreedotsupbelow-ar,3389,
absBehTwoDotsAboveThreeDotsUpwardBelow,tehThreedotsupbelow-ar,uni0753,,405,0753,AL,493,355,H,absBehNoDots,behDotless-ar,_dot2h,_dot3u,,,,,,,,,,,,tehThreedotsupbelow-ar,3389,
absBehTwoDotsAboveThreeDotsUpBelowFin,tehThreedotsupbelow-ar.fina,uni0753.fina,,662.1,,AL,516,356,SL,absBehNoDotsFin,behDotless-ar.fina,_dot2h,_dot3u,,,,,,,,,,,,,3389.001,
absBehTwoDotsAboveThreeDotsUpwardBelowFin,tehThreedotsupbelow-ar.fina,uni0753.fina,,662,,AL,516,357,H,absBehNoDotsFin,behDotless-ar.fina,_dot2h,_dot3u,,,,,,,,,,,,,3389.001,
absBehTwoDotsAboveThreeDotsUpBelowMed,tehThreedotsupbelow-ar.medi,uni0753.medi,,846.1,,AL,1105,358,SL,absBehNoDotsMed,behDotless-ar.medi,_dot2h,_dot3u,,,,,,,,,,,,,3389.002,
absBehTwoDotsAboveThreeDotsUpwardBelowMed,tehThreedotsupbelow-ar.medi,uni0753.medi,,846,,AL,1105,359,H,absBehNoDotsMed,behDotless-ar.medi,_dot2h,_dot3u,,,,,,,,,,,,,3389.002,
absBehTwoDotsAboveThreeDotsUpBelowIni,tehThreedotsupbelow-ar.init,uni0753.init,,1021.1,,AL,1051,360,SL,absBehNoDotsIni,behDotless-ar.init,_dot2h,_dot3u,,,,,,,,,,,,,3389.003,
absBehTwoDotsAboveThreeDotsUpwardBelowIni,tehThreedotsupbelow-ar.init,uni0753.init,,1021,,AL,1051,361,H,absBehNoDotsIni,behDotless-ar.init,_dot2h,_dot3u,,,,,,,,,,,,,3389.003,
absBehDotAboveTwoDotsBelow,behTwodotsbelowDotabove-ar,uni0754,,406,0754,AL,494,362,SHL,absBehNoDots,behDotless-ar,_dot1,_dot2h,,,,,,,,,,,,behTwodotsbelowDotabove-ar,3390,
absBehDotAboveTwoDotsBelowFin,behTwodotsbelowDotabove-ar.fina,uni0754.fina,,663,,AL,517,363,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot1,_dot2h,,,,,,,,,,,,,3390.001,
absBehDotAboveTwoDotsBelowMed,behTwodotsbelowDotabove-ar.medi,uni0754.medi,,847,,AL,1106,364,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot1,_dot2h,,,,,,,,,,,,,3390.002,
absBehDotAboveTwoDotsBelowIni,behTwodotsbelowDotabove-ar.init,uni0754.init,,1022,,AL,1052,365,SHL,absBehNoDotsIni,behDotless-ar.init,_dot1,_dot2h,,,,,,,,,,,,,3390.003,
absBehInvSmallVBelow,behVinvertedbelow-ar,uni0755,,407,0755,AL,495,366,SHLM,absBehNoDots,behDotless-ar,,_invSmallV,,,,,,,,,,,,behVinvertedbelow-ar,3393,
absBehInvSmallVBelowFin,behVinvertedbelow-ar.fina,uni0755.fina,,664,,AL,518,367,SHLM,absBehNoDotsFin,behDotless-ar.fina,,_invSmallV,,,,,,,,,,,,,3393.001,
absBehInvSmallVBelowMed,behVinvertedbelow-ar.medi,uni0755.medi,,848,,AL,1107,368,SHLM,absBehNoDotsMed,behDotless-ar.medi,,_invSmallV,,,,,,,,,,,,,3393.002,
absBehInvSmallVBelowIni,behVinvertedbelow-ar.init,uni0755.init,,1023,,AL,1053,369,SHLM,absBehNoDotsIni,behDotless-ar.init,,_invSmallV,,,,,,,,,,,,,3393.003,
absBehSmallVAbove,behVabove-ar,uni0756,,408,0756,AL,496,370,SHLM,absBehNoDots,behDotless-ar,_smallV,,,,,,,,,,,,,behVabove-ar,3394,
absBehSmallVAboveFin,behVabove-ar.fina,uni0756.fina,,665,,AL,519,371,SHLM,absBehNoDotsFin,behDotless-ar.fina,_smallV,,,,,,,,,,,,,,3394.001,
absBehSmallVAboveMed,behVabove-ar.medi,uni0756.medi,,849,,AL,1108,372,SHLM,absBehNoDotsMed,behDotless-ar.medi,_smallV,,,,,,,,,,,,,,3394.002,
absBehSmallVAboveIni,behVabove-ar.init,uni0756.init,,1024,,AL,1054,373,SHLM,absBehNoDotsIni,behDotless-ar.init,_smallV,,,,,,,,,,,,,,3394.003,
absBehSmallVBelow,behVbelow-ar,uni08A0,,409,08A0,AL,497,374,SHM,absBehNoDots,behDotless-ar,,_smallV,,,,,,6.1,,,,,,behVbelow-ar,3395,
absBehSmallVBelowFin,behVbelow-ar.fina,uni08A0.fina,,666,,AL,520,375,SHM,absBehNoDotsFin,behDotless-ar.fina,,_smallV,,,,,,6.1,,,,,,,3395.001,
absBehSmallVBelowMed,behVbelow-ar.medi,uni08A0.medi,,850,,AL,1109,376,SHM,absBehNoDotsMed,behDotless-ar.medi,,_smallV,,,,,,6.1,,,,,,,3395.002,
absBehSmallVBelowIni,behVbelow-ar.init,uni08A0.init,,1025,,AL,1055,377,SHM,absBehNoDotsIni,behDotless-ar.init,,_smallV,,,,,,6.1,,,,,,,3395.003,
absBehHamzaAbove,behhamzaabove-ar,uni08A1,,410,08A1,AL,498,378,SHM,absBehNoDots,behDotless-ar,_hamza,_dot1,,,,,,7.0,,,,,,behhamzaabove-ar,3396,
absBehHamzaAboveFin,behhamzaabove-ar.fina,uni08A1.fina,,667,,AL,521,379,SHM,absBehNoDotsFin,behDotless-ar.fina,_hamza,_dot1,,,,,,7.0,,,,,,,3396.001,
